,NE,Count,Type
42935,Johann Georg Jacobi,1,PERSON
42936,NRK,1,O
42937,Darrell McClover,1,PERSON
42938,Ninjago City,1,LOCATION
42939,Associate Committee of Geodesy and Geophysics,1,ORGANIZATION
42940,Florida Field,1,LOCATION
42941,Mojam,1,PERSON
42942,Josh lucas,1,PERSON
42943,University Area Community Development Corporation,1,ORGANIZATION
42944,Arnold Houbraken,1,PERSON
42945,Yomyat Wanees,1,PERSON
42946,Takakura,1,PERSON
42947,Hungerford,1,PERSON
42948,Jean-Claude Laquaye,1,PERSON
42949,Caddo County,1,LOCATION
42950,Bowie,1,PERSON
42951,Jean-Fran?ois-Alfred Bayard,1,PERSON
42952,de Toledo,1,PERSON
42953,Jo Swerling.,1,PERSON
42954,Joey Browner,1,PERSON
42955,Mare Island Naval Shipyard,1,LOCATION
42956,Democratic Alliance,1,O
42957,Anne Marie Stotka,1,PERSON
42958,Paramount Studios,1,ORGANIZATION
42959,Hsi Hseng,1,PERSON
42960,Heritage Foundation.,1,O
42961,Mowat,1,PERSON
42962,Holly House,1,PERSON
42963,British High Commission,1,O
42964,Kulturalna Warszawa,1,PERSON
42965,P. Romero,1,PERSON
42966,Mattertal,1,PERSON
42967,San Jose Center for Latino Arts,1,LOCATION
42968,Polina Kalinina,1,PERSON
42969,Al Di Meola,1,PERSON
42970,WHL Bantam Draft.,1,ORGANIZATION
42971,Vyacheslav Molotov,1,PERSON
42972,Terence Williams,1,PERSON
42973,Catherine Stainer,1,PERSON
42974,Mahinda Rajapaksa,1,PERSON
42975,Richardt,1,PERSON
42976,MIT Sloan Fellows Program,1,ORGANIZATION
42977,Paul Mebes,1,PERSON
42978,PAOK Salonica,1,PERSON
42979,Vazgenashen,1,PERSON
42980,Ironside,1,PERSON
42981,Tennessee Tech Golden Eagles,1,ORGANIZATION
42982,Isabelle Weidemann,1,PERSON
42983,Catherine 's College,1,PERSON
42984,Paul Manuel Cominges Mayorca,1,PERSON
42985,Steven L. Tuck,1,PERSON
42986,Gheen Huygen Schapenham,1,PERSON
42987,Upper Burdekin River,1,LOCATION
42988,Bryn Mawr College,1,ORGANIZATION
42989,Helen Miller Spore,1,PERSON
42990,Konstantin,1,PERSON
42991,Edry Abdul Halim,1,PERSON
42992,Christian Crees,1,PERSON
42993,Hatteras Island,1,LOCATION
42994,East Syriac Rite Metropolitan Abraham,1,O
42995,Tanuma Okitaka,1,PERSON
42996,Jorella Marie,1,PERSON
42997,Raghurajpur,1,PERSON
42998,Rocky Mountains,1,LOCATION
42999,Peter Grimm,1,PERSON
43000,PSUV,1,PERSON
43001,Barry Ronge Fiction Prize,1,PERSON
43002,WTXF,1,PERSON
43003,Albert Ernest Hillary,1,PERSON
43004,Scottish Football Association,1,O
43005,Hamburgischen Anwaltschaft,1,PERSON
43006,Nelson Sepulveda,1,PERSON
43007,Zong,1,PERSON
43008,George R. Riddle,1,PERSON
43009,Western District of Texas,1,ORGANIZATION
43010,Slavia,1,PERSON
43011,Blackstar,1,ORGANIZATION
43012,Highjump Archipelago,1,O
43013,Carcassonne,1,LOCATION
43014,WTAE-TV Pittsburgh,1,ORGANIZATION
43015,Timur Leng,1,PERSON
43016,S. Watson,1,PERSON
43017,Peter May,1,PERSON
43018,Nate Osborne,1,PERSON
43019,Hehl,1,PERSON
43020,Udoli Jilovskeho,1,PERSON
43021,Playboy Press,1,ORGANIZATION
43022,Ong Beng,1,PERSON
43023,Alan John Alfred Snudden,1,PERSON
43024,Olt River,1,LOCATION
43025,BBC Scottish Symphony Orchestra,1,ORGANIZATION
43026,Masiela Lusha,1,PERSON
43027,Nancy Benoit,1,PERSON
43028,Andrej Martin,1,PERSON
43029,Temple Beth El,1,O
43030,United States Senate Select Committee on Intelligence,1,ORGANIZATION
43031,Sopwith Aviation Company,1,ORGANIZATION
43032,James Cutler,1,PERSON
43033,MYNIC,1,O
43034,George Edward Waldegrave,1,PERSON
43035,Zuleica Camargo,1,PERSON
43036,Lisa Schenck,1,PERSON
43037,Awan Putih Cula Merah,1,PERSON
43038,CTV Television Network.,1,ORGANIZATION
43039,Shantanu Acharya,1,PERSON
43040,All-Russian Central Executive Committee of the All-Russian Congress of Soviets,1,ORGANIZATION
43041,MDF,1,O
43042,Holywell Mill Stream,1,PERSON
43043,Jane Novak,1,PERSON
43044,Richard Carl McMasters II,1,PERSON
43045,Department of Ethnography,1,O
43046,Daniel Craig McCallum,1,PERSON
43047,Newport Beach Film Festival,1,O
43048,Interstate Electric Company,1,ORGANIZATION
43049,Minnesota Department of Natural Resources,1,ORGANIZATION
43050,Chris Rhys,1,PERSON
43051,Christopher Tutor,1,PERSON
43052,Lorne Cochrane,1,PERSON
43053,Channing,1,PERSON
43054,Katie Sarife,1,PERSON
43055,Westcliff High School for Boys,1,ORGANIZATION
43056,Globe Life and Accident Insurance Company,1,ORGANIZATION
43057,WDJT,1,PERSON
43058,Anita O'Day,1,PERSON
43059,Cherry Red Records.,1,O
43060,Ruth Godfrey,1,PERSON
43061,Dimitris Salpingidis,1,PERSON
43062,Grenier,1,PERSON
43063,Air Force Rapid Capabilities Office,1,ORGANIZATION
43064,Ioannem Varisei,1,PERSON
43065,Kriz,1,PERSON
43066,Eric Guy,1,PERSON
43067,FCS,1,O
43068,Merit Cross,1,O
43069,Matt Cartwright,1,PERSON
43070,Jana Webb,1,PERSON
43071,Arthur Knight Wallace,1,PERSON
43072,Sandrine Wales,1,PERSON
43073,Bill Potter,1,PERSON
43074,Jean-Michel Basquiat,1,PERSON
43075,Ioanna Terzaki,1,PERSON
43076,California Chamber of Commerce,1,LOCATION
43077,USM Alger,1,O
43078,Anda ?afranska,1,O
43079,Messines,1,PERSON
43080,Victoria West,1,PERSON
43081,Central North America,1,LOCATION
43082,Tom Underwood,1,PERSON
43083,Southern Baptist,1,O
43084,U.S. Pacific Fleet,1,ORGANIZATION
43085,North Valley of Albuquerque,1,LOCATION
43086,Zambales,1,LOCATION
43087,Western Association of Schools,1,ORGANIZATION
43088,Chelpek,1,PERSON
43089,Durham Tees Valley Airport,1,LOCATION
43090,Beni Prasad,1,PERSON
43091,Bongani Tshabalala,1,PERSON
43092,Claude Barrab?,1,PERSON
43093,Bhagawati Charan Panigrahi,1,PERSON
43094,Red Devils,1,PERSON
43095,Petra Laakonen,1,PERSON
43096,Sivakasi,1,PERSON
43097,Salve,1,PERSON
43098,Amanda Santa Mugabekazi,1,PERSON
43099,Church Committee,1,ORGANIZATION
43100,Tanglewood Country Club,1,ORGANIZATION
43101,Ivan Denisovich,1,PERSON
43102,Boston Elevated Railway,1,ORGANIZATION
43103,Baron Clermont,1,PERSON
43104,Whitley,1,PERSON
43105,South Los Angeles,1,LOCATION
43106,Meth,1,O
43107,Heritage Academy,1,ORGANIZATION
43108,Miltenberg,1,PERSON
43109,T. Biggs,1,PERSON
43110,Ludwig Tieck,1,PERSON
43111,Kolodziej,1,PERSON
43112,Newton Barton,1,PERSON
43113,Jennifer Morrison,1,PERSON
43114,Lee Loughnane,1,PERSON
43115,Vitsebsk Voblast,1,PERSON
43116,Town Area,1,O
43117,C. Mouradian,1,PERSON
43118,Dos Santos,1,PERSON
43119,Great Britain.,1,O
43120,David di Donatello,1,PERSON
43121,Bordin,1,PERSON
43122,Allen Dulles,1,PERSON
43123,Walter Bauer,1,PERSON
43124,Tomas Ledin,1,PERSON
43125,Graham Egerton Huddleston,1,PERSON
43126,Alphonse Henri,1,PERSON
43127,Ba?kent University,1,O
43128,Leon Keyserling,1,PERSON
43129,Dennise,1,PERSON
43130,Liberation Army Air Force,1,ORGANIZATION
43131,William Yates Atkinson,1,PERSON
43132,Minnesota State Law Library-Edwin,1,LOCATION
43133,W. H. May,1,PERSON
43134,Bainbridge,1,LOCATION
43135,Severin Kiefer,1,PERSON
43136,Sahebnagar High School,1,ORGANIZATION
43137,Detroit Free Press,1,ORGANIZATION
43138,Roger Williams,1,PERSON
43139,Gaston Roupnel,1,PERSON
43140,London City Soccer Club,1,ORGANIZATION
43141,American Association for Chinese Studies.,1,ORGANIZATION
43142,Democratic Society Party,1,ORGANIZATION
43143,Ingenu,1,PERSON
43144,Michael Markovitz,1,PERSON
43145,De Funiak,1,PERSON
43146,John Middleton Murry,1,PERSON
43147,Elerner,1,PERSON
43148,BBC Commission,1,ORGANIZATION
43149,NFL Europa,1,ORGANIZATION
43150,Mikael Uhre,1,PERSON
43151,WDOK,1,PERSON
43152,Toyota Motor Manufacturing Indiana,1,ORGANIZATION
43153,Tim Goodman,1,PERSON
43154,Yorkshire Airlines,1,ORGANIZATION
43155,Aftergood,1,PERSON
43156,Aleksander Kwiek,1,PERSON
43157,Department of Conservation,1,O
43158,Seven Network,1,O
43159,Snoo Wilson,1,PERSON
43160,Charles Edward Frederick,1,PERSON
43161,Matt Pistone,1,PERSON
43162,St. Saviours Primary School,1,ORGANIZATION
43163,University of Alaska Fairbanks,1,ORGANIZATION
43164,Association Jeunesse et Entreprises,1,O
43165,Aerospace Defense Command,1,O
43166,World Food Program WFP,1,O
43167,RAF Br?ggen,1,PERSON
43168,Daniel Marin,1,PERSON
43169,Andrew Curtin2.jpg,1,PERSON
43170,Christopher McCandless,1,PERSON
43171,Tampa Bay Rays.,1,LOCATION
43172,Emily Chennery,1,PERSON
43173,Fabrice Labrousse,1,PERSON
43174,Centro,1,PERSON
43175,Brookshire,1,PERSON
43176,Delta State University,1,ORGANIZATION
43177,Saundarya Rajesh,1,PERSON
43178,William L Hamling,1,PERSON
43179,New Zealand New Zealand,1,LOCATION
43180,Als?j?nyok,1,O
43181,Wilbert L. Jones,1,PERSON
43182,Virgin Atlantic Airways,1,ORGANIZATION
43183,Baba Balunkeswar,1,PERSON
43184,Lendy Ter Mors,1,PERSON
43185,Sazonia Gorbunov,1,PERSON
43186,NHL First Team All-Star,1,ORGANIZATION
43187,Mesilla,1,PERSON
43188,Yafei Wu,1,PERSON
43189,Martins Caminha,1,PERSON
43190,Cape May Court House,1,O
43191,China Central Television,1,ORGANIZATION
43192,Burgess Wise,1,PERSON
43193,Swee Say Lim,1,PERSON
43194,|Gina Bryant,1,PERSON
43195,RFL,1,O
43196,Vladimirs Kame?s,1,PERSON
43197,Zafer,1,PERSON
43198,Mark Kolpack,1,PERSON
43199,Frankfurt Opera,1,LOCATION
43200,N. Drabu,1,PERSON
43201,Chinua Achebe,1,PERSON
43202,Lancashire Artillery Volunteers Army Reserve,1,ORGANIZATION
43203,Bears||Charles Bennett,1,PERSON
43204,Sea Tigers,1,O
43205,Bob Productions,1,PERSON
43206,Tennessee Department of Transportation,1,ORGANIZATION
43207,Philip Winter,1,PERSON
43208,Alexandra Feigin,1,PERSON
43209,Tyne & Durham,1,ORGANIZATION
43210,Krki,1,PERSON
43211,Roberts Golden Eagles,1,ORGANIZATION
43212,Rehabilitation Center for Young People with Disabilities in Town of Bar,1,ORGANIZATION
43213,Uco Valley,1,LOCATION
43214,Kafr Tult,1,PERSON
43215,Haliacmon river,1,O
43216,Ruthwell Cross,1,PERSON
43217,Michael Poore,1,PERSON
43218,CW Daniel,1,PERSON
43219,Gina,1,PERSON
43220,Lenape,1,PERSON
43221,WIC,1,O
43222,Stralpes A?ro,1,O
43223,West Allis,1,LOCATION
43224,Everard Crynsz van der Maes,1,PERSON
43225,Edith Head,1,PERSON
43226,Braun,1,PERSON
43227,Arona,1,PERSON
43228,Longueuil Police Service,1,ORGANIZATION
43229,Assam Times,1,ORGANIZATION
43230,Johann Martin Lappenberg,1,PERSON
43231,Cambridge United F.C,1,LOCATION
43232,Fielding Yost,1,O
43233,Grierson,1,PERSON
43234,Sony Pictures Television,1,ORGANIZATION
43235,Heanor Town Football Club,1,ORGANIZATION
43236,Sree Narayana Guru College of Advanced Studies,1,ORGANIZATION
43237,Servette,1,PERSON
43238,Karlheinz Oswald,1,PERSON
43239,Imran Ibn Husain,1,PERSON
43240,Lionel Charbonnier,1,PERSON
43241,Erica Sullivan,1,PERSON
43242,Irwin Kostal,1,PERSON
43243,Michael Everson,1,PERSON
43244,Mid-South Conference,1,O
43245,Neuss,1,LOCATION
43246,B. Kubiak,1,PERSON
43247,Luciano DiGeronimo,1,PERSON
43248,National Olympic Committee,1,O
43249,Denise Austin,1,PERSON
43250,Joseph P. Schmidt,1,PERSON
43251,Patrick Henry Hughes,1,PERSON
43252,Mait,1,PERSON
43253,Ferdinando Pius,1,PERSON
43254,Restrepo,1,PERSON
43255,Lalita Devi,1,PERSON
43256,Saurer,1,O
43257,Rudy Richman,1,PERSON
43258,Zodiac Mindwarp,1,PERSON
43259,Huiyi,1,PERSON
43260,Cuxhaven,1,PERSON
43261,Holosiivsky District State,1,O
43262,Edgar Hoover,1,PERSON
43263,Worcester County Militia Regiment,1,ORGANIZATION
43264,Vanuatu Daily Post,1,ORGANIZATION
43265,Haute-Vienne,1,PERSON
43266,Kunama,1,PERSON
43267,W?oszczowa,1,O
43268,United Nations Organization,1,ORGANIZATION
43269,Cairns Taipans,1,O
43270,Newcomb Bridge,1,LOCATION
43271,Todd County,1,PERSON
43272,Trastevere,1,LOCATION
43273,IFAS,1,ORGANIZATION
43274,Julio C. Tello Museum,1,PERSON
43275,Sadhana,1,PERSON
43276,Julius Martov,1,PERSON
43277,Kwale Ndokwa West,1,PERSON
43278,Raquel,1,PERSON
43279,Dan Schrecker,1,PERSON
43280,Keith Gross,1,PERSON
43281,Broads Authority,1,ORGANIZATION
43282,Doc Guidry,1,PERSON
43283,Willie,1,PERSON
43284,Clareen,1,PERSON
43285,Nicholas Eugene Fritz Jr.,1,PERSON
43286,German Empire,1,O
43287,Bahlmann,1,PERSON
43288,Yerevan State Medical University,1,ORGANIZATION
43289,William Snooks,1,PERSON
43290,Public Accounts,1,O
43291,Fred Richmond,1,PERSON
43292,Pavel Dobr?,1,PERSON
43293,Meine Gang,1,PERSON
43294,Ediboro Street,1,LOCATION
43295,Sandahl,1,PERSON
43296,Fox Major League Baseball,1,ORGANIZATION
43297,Ith Sovannareach,1,PERSON
43298,Yasin Qasem Muhammad Ismail,1,PERSON
43299,National Board,1,ORGANIZATION
43300,Perla Bautista,1,PERSON
43301,Eric Stewart,1,PERSON
43302,Manec,1,PERSON
43303,Kunersdorf,1,PERSON
43304,Fleck,1,PERSON
43305,Shi Naian,1,PERSON
43306,Benton Fletcher,1,PERSON
43307,Central Alliance.,1,O
43308,Joshua Hilberling,1,PERSON
43309,Tsaritsyn,1,PERSON
43310,Milot,1,PERSON
43311,Abu al-Husayn al-Basri,1,PERSON
43312,Global Commission,1,ORGANIZATION
43313,LaMona,1,PERSON
43314,Milla,1,PERSON
43315,Veraguas,1,LOCATION
43316,Ben Sippy,1,PERSON
43317,First Presbyterian Church,1,O
43318,Essaouira Province,1,LOCATION
43319,Patomak Global Partners LLC,1,ORGANIZATION
43320,Shell Refining and Marketing Company,1,ORGANIZATION
43321,Shamil,1,PERSON
43322,Lloyd Daniels,1,PERSON
43323,Blind Freddy,1,PERSON
43324,Dale Harrell,1,PERSON
43325,Castells Molina,1,PERSON
43326,Guadalupe County,1,LOCATION
43327,Schroff Group,1,ORGANIZATION
43328,Wenceslao Carrillo,1,PERSON
43329,Basil Jackson,1,PERSON
43330,TU Delft,1,PERSON
43331,Healdsburg College,1,ORGANIZATION
43332,Boston Neck,1,PERSON
43333,Todor Enev,1,PERSON
43334,Maranello Motorsport,1,O
43335,Viscountess Waldegrave,1,PERSON
43336,Atherton Seidell,1,PERSON
43337,Baal,1,PERSON
43338,House of Brandenburg,1,ORGANIZATION
43339,Elisabeth Herrmann,1,PERSON
43340,Summa Foundation,1,ORGANIZATION
43341,Cesare Dominic,1,PERSON
43342,Gustav H.J.A,1,PERSON
43343,Golbey,1,PERSON
43344,Augusta Leigh,1,PERSON
43345,Dean Cain,1,PERSON
43346,Raymundo G?mez Flores,1,PERSON
43347,Hereford Gospels,1,ORGANIZATION
43348,Stoney Creek Falls,1,LOCATION
43349,Chirava Mooppan,1,PERSON
43350,New Romney,1,O
43351,Star Lotulelei,1,PERSON
43352,Joseph Kuzmin,1,PERSON
43353,Taxation Committee,1,ORGANIZATION
43354,Jugurtha Meftah,1,PERSON
43355,Carl Melchior,1,PERSON
43356,Keith Richards,1,PERSON
43357,Ned Beatty,1,PERSON
43358,Joohyun Hong,1,PERSON
43359,Nawan,1,PERSON
43360,Diksha,1,PERSON
43361,David Riches,1,PERSON
43362,Gareth Peirce,1,PERSON
43363,Sherlock Brown,1,PERSON
43364,Zahar Editores,1,PERSON
43365,**Harrison County,1,O
43366,Geoffrey Horne,1,PERSON
43367,Rufus Youngblood,1,PERSON
43368,Robson Crane,1,PERSON
43369,Murasaki Shikibu,1,PERSON
43370,St. James Township,1,LOCATION
43371,Kiryat Tivon,1,PERSON
43372,Lincoln Monument Association.,1,ORGANIZATION
43373,Delgado,1,PERSON
43374,Link?ping Municipality,1,O
43375,John Mariano,1,PERSON
43376,Kei,1,PERSON
43377,Harmonia,1,O
43378,TRII,1,PERSON
43379,Alfred R. Taylor,1,PERSON
43380,Dalarna County,1,LOCATION
43381,John Brewer,1,PERSON
43382,V. Montgomery,1,PERSON
43383,Richard Ettinghausen,1,PERSON
43384,Leuseth,1,PERSON
43385,Ryan Hedgecock,1,PERSON
43386,Haut-Katanga Province of the Democratic Republic of the Congo,1,O
43387,Drewes,1,PERSON
43388,Ant?nio Carlos Jobim,1,PERSON
43389,Karin B?sing,1,PERSON
43390,Ian Abbott Donnelly,1,PERSON
43391,Canebrake Creek,1,O
43392,Netreba,1,PERSON
43393,Montalban,1,PERSON
43394,Snowbird Ice Cream,1,O
43395,University Of Toronto,1,ORGANIZATION
43396,San Francisco & Towers,1,ORGANIZATION
43397,Pemulwuy,1,PERSON
43398,Letchworth,1,LOCATION
43399,Ernie Ball Battle,1,PERSON
43400,Massillon,1,LOCATION
43401,Sakae Hata,1,PERSON
43402,DeGuardia,1,PERSON
43403,House of Moncada.,1,O
43404,Greg Teegarden,1,PERSON
43405,Epigraphy,1,PERSON
43406,RBA,1,ORGANIZATION
43407,Angelique,1,PERSON
43408,Franz Werfel,1,PERSON
43409,Welsh Christian,1,O
43410,Mathias Schaar,1,PERSON
43411,Ferid Laaroussi,1,PERSON
43412,Rosebrook Hill,1,PERSON
43413,Michel Ory,1,PERSON
43414,Hofburg,1,PERSON
43415,Eliane Carvalho,1,PERSON
43416,Kyle Fraser-Allen||Macclesfield Town,1,PERSON
43417,Colin Callander,1,PERSON
43418,Erik Jorgensen,1,PERSON
43419,Clube XV de Novembro,1,PERSON
43420,Eva Alc?ntara,1,PERSON
43421,IHOP,1,ORGANIZATION
43422,Skyestheria Chen & amp,1,PERSON
43423,Wang Junxia,1,PERSON
43424,Hayes Peak,1,PERSON
43425,Annie Yi,1,PERSON
43426,Jack Golding,1,PERSON
43427,Jack Preston,1,PERSON
43428,Luk Ping Kee Copper Ware,1,PERSON
43429,Esther Blodgett,1,PERSON
43430,David Ogden Stiers,1,PERSON
43431,Remington Arms Company,1,O
43432,Mukta Arts,1,O
43433,V?clav Lohnisk?,1,O
43434,Sakai City,1,LOCATION
43435,Andr? Accart,1,O
43436,University of Latvia,1,ORGANIZATION
43437,Ohio Greenway,1,LOCATION
43438,Seccuro,1,PERSON
43439,Sheila O'Hara,1,PERSON
43440,Amy Wright,1,PERSON
43441,Gucci Demon,1,PERSON
43442,Pennewill,1,PERSON
43443,Catherine Russell,1,PERSON
43444,Brandon Cante,1,PERSON
43445,Les Milles,1,PERSON
43446,Glenn Erickson,1,PERSON
43447,Congress of Americanists,1,ORGANIZATION
43448,Mahar,1,PERSON
43449,United States Environmental Protection Agency,1,ORGANIZATION
43450,Edward Goodere,1,PERSON
43451,Potboiler Productions,1,O
43452,Eastern Blue Ridge,1,O
43453,Ministry of Foreign Affairs of,1,O
43454,Task Force,1,O
43455,Stein Bull Hansen,1,PERSON
43456,Br?der Grimm Medaille,1,O
43457,Henry Shefflin,1,PERSON
43458,Somerset Herald,1,ORGANIZATION
43459,Iaido,1,PERSON
43460,John Francis,1,PERSON
43461,William Q,1,PERSON
43462,Cornel Negoescu,1,PERSON
43463,Aurea,1,PERSON
43464,Derbyshire County Council,1,ORGANIZATION
43465,Binghamton Bearcats,1,ORGANIZATION
43466,Grey Alder,1,PERSON
43467,Vadim Dale,1,PERSON
43468,Antonio Garbarino,1,PERSON
43469,Binghamton Mets,1,ORGANIZATION
43470,Knittelfeld,1,PERSON
43471,Sampson Harp,1,PERSON
43472,Forbes Marshall Companies,1,ORGANIZATION
43473,Oklahoma House,1,LOCATION
43474,Joe Connor,1,PERSON
43475,Nayas?na,1,O
43476,Sheldon High School,1,PERSON
43477,Ravi Kiran Ayyagari,1,PERSON
43478,Naser al-Din Shah Qajar,1,PERSON
43479,Pinkafeld,1,PERSON
43480,Forest Service International Programs,1,ORGANIZATION
43481,Juinagar,1,PERSON
43482,Pierre Louis de Lacretelle,1,PERSON
43483,Binangonan,1,PERSON
43484,Marl?ne Broggi,1,PERSON
43485,Wikipedia Help Desk Archives,1,ORGANIZATION
43486,Moroccan Investment Develoment Agency,1,O
43487,Frances Cornelia Crockett,1,PERSON
43488,Mary Martin===,1,PERSON
43489,Edizioni Le Ricerche,1,PERSON
43490,Maktoum bin Rashid Al Maktoum,1,PERSON
43491,Babett K?ll?,1,PERSON
43492,Robertson-Cole,1,PERSON
43493,Lars Toborg,1,PERSON
43494,Swedenborgia A. G. Nathorst,1,PERSON
43495,Times of Joseph Warren,1,O
43496,Pskov Oblast,1,PERSON
43497,Hirtshalsbanen,1,PERSON
43498,Goldstone,1,PERSON
43499,Richardcavell,1,PERSON
43500,Julie Gauvreau,1,PERSON
43501,Milt Wagner,1,PERSON
43502,Nakuru,1,LOCATION
43503,Gay Academic Union,1,O
43504,James E. Simon,1,PERSON
43505,Candia,1,PERSON
43506,Annie Bleton-Ruget,1,PERSON
43507,Ai Yamamoto,1,PERSON
43508,Rubinstein,1,PERSON
43509,United States Army Colonel,1,ORGANIZATION
43510,Mike Lee,1,PERSON
43511,Cannon Bosarge,1,PERSON
43512,Gadia,1,PERSON
43513,Magdalena Ku?erov?,1,PERSON
43514,Reino Helismaa,1,PERSON
43515,Mauro Gallo,1,PERSON
43516,Victor Fleming,1,PERSON
43517,Polish Television,1,O
43518,Mordecai Ham,1,PERSON
43519,UNM Press,1,O
43520,Spotify,1,PERSON
43521,Edson dos Reis,1,PERSON
43522,Valdosta State,1,LOCATION
43523,Joanna Barnes,1,PERSON
43524,Alexander Tvardovsky,1,PERSON
43525,Bhilwara,1,PERSON
43526,Trevor Jones,1,PERSON
43527,P. Himka,1,PERSON
43528,Goldman,1,PERSON
43529,Townsend Mackay,1,PERSON
43530,Heritage Council of Victoria,1,ORGANIZATION
43531,Carlos Pedro Silva Morais,1,PERSON
43532,Irving Thalberg,1,PERSON
43533,Caerleon,1,PERSON
43534,Michael Maher,1,PERSON
43535,Douglas Fairbanks Jr.,1,PERSON
43536,Gonzalo P. Curiel,1,PERSON
43537,Carolyn,1,PERSON
43538,Lipiny,1,PERSON
43539,Curry Creek,1,PERSON
43540,Audre Lorde,1,PERSON
43541,Alain Castro,1,PERSON
43542,Sabatino Moscati,1,PERSON
43543,Rolls-Royce Silver Ghost,1,ORGANIZATION
43544,Catamarca Province,1,LOCATION
43545,Heimstra?e,1,O
43546,Lu Shiow-yen,1,PERSON
43547,Pedro Guerrero,1,PERSON
43548,Lawrence Ferlinghetti,1,PERSON
43549,Andr? E. Lalonde Accelerator Mass Spectrometry Laboratory,1,O
43550,XYZ,1,O
43551,Youth International Party,1,ORGANIZATION
43552,Iisalmi,1,PERSON
43553,Hamburg University of Technology,1,ORGANIZATION
43554,Swedberg,1,PERSON
43555,Notrh,1,PERSON
43556,Mah?rak,1,O
43557,Titus Jackson,1,O
43558,W. Drechsler,1,PERSON
43559,Pless,1,PERSON
43560,John Carisi,1,PERSON
43561,Julia Tutwiler,1,PERSON
43562,Hutchison,1,PERSON
43563,Scott Huff,1,PERSON
43564,Francisco Porrata-Dor?a,1,PERSON
43565,Lindbergh,1,PERSON
43566,Shujauddin Butt,1,PERSON
43567,Southeast Christian Church,1,O
43568,Sim?n Bol?var,1,O
43569,Wolfgang Hagemann,1,PERSON
43570,John Sichel,1,PERSON
43571,Menno-Jan Kraak,1,PERSON
43572,Strother,1,PERSON
43573,Crackin,1,PERSON
43574,John Enery,1,PERSON
43575,Frank Yeary,1,PERSON
43576,Thomas M. & Angell,1,PERSON
43577,Wausau,1,LOCATION
43578,Roxette,1,PERSON
43579,Elizabeth Manners,1,PERSON
43580,San Giovanni,1,LOCATION
43581,Moses Montefiore Gemeinde,1,PERSON
43582,DanilovQuintet-Twelve Jasper Kent,1,PERSON
43583,Hatchet Supreme Court,1,ORGANIZATION
43584,Le Teil,1,PERSON
43585,Irish Film Board,1,O
43586,Pax Britannica,1,PERSON
43587,Blue Reef,1,O
43588,UPS Airlines,1,O
43589,Greenbelt Park,1,LOCATION
43590,Lake Buena Vista,1,LOCATION
43591,Jason Dunkerley,1,PERSON
43592,Morristown,1,LOCATION
43593,K?nighausen & Neumann,1,O
43594,China Water International Engineering Consulting Company,1,ORGANIZATION
43595,Century Fox Television # Television,1,ORGANIZATION
43596,Clwyd-Powys Archaeological Trust,1,O
43597,**Nicholas County,1,O
43598,Georges Georgescu,1,PERSON
43599,Snow Hill Island,1,LOCATION
43600,Deborah M. ; Alisjahbana,1,PERSON
43601,Cutie,1,PERSON
43602,Angelo Tasca,1,PERSON
43603,Elizabet Tursynbayeva,1,PERSON
43604,Ulrich Knufinke,1,PERSON
43605,Warde,1,PERSON
43606,Scunthorpe United F.C,1,LOCATION
43607,Metro de Madrid,1,ORGANIZATION
43608,Gulf of Alaska Unit,1,ORGANIZATION
43609,Kirodi Lal,1,PERSON
43610,Ivan Ga?parovi?,1,PERSON
43611,Fox River Bridge,1,LOCATION
43612,Tracy Morgan,1,PERSON
43613,Rowlett,1,LOCATION
43614,Ladenburg,1,PERSON
43615,Green Dolphin Street,1,O
43616,Franz Xaver Maier,1,PERSON
43617,Gordon L. Walker,1,PERSON
43618,Smolensk,1,LOCATION
43619,Philip Redfield,1,PERSON
43620,D. Hernandez,1,PERSON
43621,Gartz,1,PERSON
43622,Mischa Elman,1,PERSON
43623,Freddie Mac,1,PERSON
43624,Marshall Archipelago,1,PERSON
43625,Marcia Gudereit,1,PERSON
43626,Glen Flora,1,PERSON
43627,*Richard Wunder,1,O
43628,Dominion Network,1,O
43629,Lidderdale,1,PERSON
43630,Simplicio Maestrado,1,PERSON
43631,Rays,1,O
43632,CBS Local News,1,ORGANIZATION
43633,Alexis Nihon,1,PERSON
43634,Isabel Rawsthorne,1,PERSON
43635,Fernando Cort?s,1,PERSON
43636,Sceptre,1,O
43637,Nathan Levine,1,PERSON
43638,Lauren Alaina,1,PERSON
